index,Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,Tortured,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
1053,11/18/10,Lala Hameed Baloch,,Pakistan,Daily Intikhab ,Pakistan,,,,,,,,,,,,,,,,,,,,
1054,11/21/10,Mazen Mardan al-Baghdadi,,Iraq,Al-Mosuliya,Iraq,,,,,,,,,,,,,,,,,,,,
1055,12/5/10,Mehmood Chandio,,Pakistan,Awaz,Pakistan,,,,,,,,,,,,,,,,,,,,
1056,12/6/10,Pervez Khan,Male,Pakistan,Waqt TV,Pakistan,Television,"Broadcast, Camera Operator","Politics, War",No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
1057,12/6/10,Abdul Wahab,Male,Pakistan,Express News,Pakistan,Television,"Broadcast, Camera Operator","Politics, War",No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
1058,12/12/10,Omar Rasim al-Qaysi,Male,Iraq,Al-Anbar TV,Iraq,Television,Broadcast,"Culture, Sports",No,Local,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1059,12/17/10,Alfrets Mirulewan,Male,Indonesia,Pelangi Weekly,Indonesia,Print,Editor,Crime,No,Local,Criminal Group,Murder,Yes,Yes,No,Yes,,,,,,,,,
1060,12/20/10,Sushil Pathak,,India,Dainik Bhaskar,Indian,,,,,,,,,,,,,,,,,,,,
1061,12/28/10,Sun Hongjie,,China,Northern Xinjiang Morning Post ,China,,,,,,,,,,,,,,,,,,,,
1062,1/3/11,Ilyas Nizzar,,Pakistan,Darwanth ,Pakistan,,,,,,,,,,,,,,,,,,,,
1063,1/13/11,Wali Khan Babar,Male,Pakistan,Geo TV,Pakistan,Television,Broadcast,"Corruption, Crime, Human Rights, Politics",No,Local,Political Group,Murder,Partial,No,Yes,No,,,,,,,,,
1064,1/17/11,Lucas Mebrouk Dolega,Male,Tunisia,European Pressphoto Agency,France,"Print, Internet",Photographer,Politics,No,Foreign,Military Officials,Dangerous Assignment,,No,No,No,,,,,,,,,
1065,1/23/11,Umesh Rajput,Male,India,Nai Dunia ,India,Print,Print Reporter,"Corruption, Human Rights, Politics",No,Local,Local Residents,Murder,Yes,No,Yes,No,,,,,,,,,
1066,1/24/11,Gerardo Ortega,Male,Philippines,DWAR,Philippines,Radio,Columnist,"Business, Corruption, Politics",No,Local,Government Officials,Murder,Partial,No,Yes,No,,,,,,,,,
1067,1/30/11,Le Hoang Hung,,Vietnam,Nguoi Lao Dong,Vietnam,,,,,,,,,,,,,,,,,,,,
1068,2/4/11,Ahmad Mohamed Mahmoud,Male,Egypt,Al-Ta'awun,Egypt,Print,Print Reporter,Politics,No,Local,Unknown Fire,Dangerous Assignment,,No,No,No,,,,,,,,,
1069,2/9/11,Rodolfo Ochoa Moreno,,Mexico,Grupo Multimedios Laguna,Mexico,,,,,,,,,,,,,,,,,,,,
1070,2/17/11,Hilal al-Ahmadi,,Iraq,Freelance,Iraq,,,,,,,,,,,,,,,,,,,,
1071,2/18/11,Abdost Rind,,Pakistan,freelance,Pakistan,,,,,,,,,,,,,,,,,,,,
1072,2/24/11,Mohamed al-Hamdani,Male,Iraq,Al-Itijah ,Iraq,Television,Broadcast,Culture,No,Local,Unknown Fire,Dangerous Assignment,,No,No,No,,,,,,,,,
1073,2/28/11,Marcel Legr_,,Ivory Coast,La Refondation,Ivory Coast,,,,,,,,,,,,,,,,,,,,
1074,3/13/11,Ali Hassan al-Jaber,Male,Libya,Al-Jazeera,Qatar,Television,Camera Operator,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1075,3/15/11,Mohamed Shaglouf,,Libya,freelance,Libya,,,,,,,,,,,,,,,,,,,,
1076,3/18/11,Jamal al-Sharaabi,Male,Yemen,Al-Masdar,Yemen,Print,Photographer,Politics,No,Local,Military Officials,Dangerous Assignment,,No,No,No,,,,,,,,,
1077,3/19/11,Mohammed al-Nabbous,Male,Libya,Libya Al-Hurra TV,Libya,Internet,"Camera Operator, Internet Reporter, Publisher",War,Yes,Local,Paramilitary Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1078,3/24/11,Maria Len Flores Somera,,Philippines,DZME ,Philippines,,,,,,,,,,,,,,,,,,,,
1079,3/25/11,Luis Emanuel Ruiz Carrillo,Male,Mexico,La Prensa,Mexico,Print,Photographer,Culture,No,Local,Criminal Group,Murder,Yes,Yes,No,No,,,,,,,,,
1080,3/29/11,Sabah al-Bazi,Male,Iraq,Al-Arabiya,Iraq,Television,Broadcast,Politics,No,Local,Political Group,Dangerous Assignment,,,,,,,,,,,,,
1081,3/29/11,Muammar Khadir Abdelwahad,Male,Iraq,Al-Ayn,Iraq,Print,Print Reporter,Politics,No,Local,Political Group,Dangerous Assignment,,,,,,,,,,,,,
1082,4/2/11,Zaman Ibrahim,,Pakistan,Daily Extra News,Pakistan,,,,,,,,,,,,,,,,,,,,
1083,4/5/11,Anton Hammerl,Male,Libya,Freelance,South Africa,Print,Photographer,War,Yes,Foreign,Military Officials,Crossfire/Combat-Related,,Yes,No,No,,,,,,,,,
1084,4/8/11,Taha Hameed,,Iraq,Al-Massar TV,Iraq,,,,,,,,,,,,,,,,,,,,
1085,4/9/11,Zakariya Rashid Hassan al-Ashiri,Male,Bahrain,Freelance,Egypt,Internet,"Editor, Internet Reporter","Business, Culture, Human Rights, Politics",Yes,Local,Government Officials,Dangerous Assignment,,,,,,,,,,,,,
1086,4/12/11,Karim Fakhrawi,Male,Bahrain,Al-Wasat,Bahrain,Print,Publisher,"Human Rights, Politics",Yes,Local,Government Officials,Dangerous Assignment,,,,,,,,,,,,,
1087,4/20/11,Chris Hondros,Male,Libya,Getty Images,USA,"Print, Internet",Photographer,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1088,4/20/11,Tim Hetherington,Male,Libya,Freelance,UK,"Print, Television",Photographer,War,Yes,Foreign,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1089,5/3/11,Val_rio Nascimento,,Brazil,Panorama Geral,Brazil,,,,,,,,,,,,,,,,,,,,
1090,5/8/11,Sylvain Gagnetau Lago,Male,Ivory Coast,Radio Yopougon,Ivory Coast,Television,"Broadcast, Editor",Politics,No,Local,Military Officials,Murder,Yes,Yes,Yes,No,,,,,,,,,
1091,5/10/11,Nasrullah Khan Afridi,Male,Pakistan,Pakistan Television and Mashriq,Pakistan,"Print, Television","Broadcast, Print Reporter",,Yes,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1092,5/19/11,Luis Ernesto Mendoza Cerrato,,Honduras,Channel 24,Honduras,,,,,,,,,,,,,,,,,,,,
1093,6/11/11,Asfandyar Khan,Male,Pakistan,Akhbar-e-Khyber,Pakistan,Print,Print Reporter,"Crime, Politics",No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
1094,6/11/11,Jyotirmoy Dey,,India,Midday,India,,,,,,,,,,,,,,,,,,,,
1095,6/12/11,Ibrahim Foday,,Sierra Leone,The Exclusive,Sierra Leone,,,,,,,,,,,,,,,,,,,,
1096,6/13/11,Romeo Olea,Male,Philippines,DWEB,Philippines,Radio,"Broadcast, Columnist","Corruption, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
1097,6/15/11,Edinaldo Filgueira,Male,Brazil,Jornal o Serrano,Brazil,Print,"Editor, Publisher",Politics,No,Local,Unknown Fire,Murder,Partial,No,Yes,No,,,,,,,,,
1098,6/17/11,Shafiullah Khan,Male,Pakistan,The News,Pakistan,Print,Print Reporter,"Crime, Politics",No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
1099,6/21/11,Alwan al-Ghorabi,Male,Iraq,Afaq,Iraq,Television,Camera Operator,Politics,No,Local,Political Group,Dangerous Assignment,,,,,,,,,,,,,
1100,6/22/11,Witness-Patchelly Kambale Musonia,,Democratic Republic of the Congo,freelance,Democratic Republic of the Congo,,,,,,,,,,,,,,,,,,,,
1101,Jul-11,Yolanda Ordaz de la Cruz,,Mexico,Notiver,Mexico,,,,,,,,,,,,,,,,,,,,
1102,7/21/11,Auro Ida,,Brazil,"Olhar Direto, Midianews ",Brazil,,,,,,,,,,,,,,,,,,,,
1103,7/28/11,Ahmad Omaid Khpalwak,Male,Afghanistan,"Pajhwok Afghan News, BBC",Afghanistan,"Print, Television","Broadcast, Photographer",War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1104,8/4/11,Farah Hassan Sahal,,Somalia,Radio Simba,Somalia,,,,,,,,,,,,,,,,,,,,
1105,8/14/11,Muneer Shakir,,Pakistan,"Online News Network, Sabzbaat TV",Pakistan,,,,,,,,,,,,,,,,,,,,
1106,8/22/11,Niel Jimena,,Philippines,DYRI-RMN Radio ,Philippines,,,,,,,,,,,,,,,,,,,,
1107,9/1/11,Valderlei Canuto Leandro,,Brazil,Radio Frontera,Brazil,,,,,,,,,,,,,,,,,,,,
1108,9/2/11,Noramfaizul Mohd,Male,Somalia,Bernama TV,Malaysia,Television,Camera Operator,"Human Rights, War",No,Foreign,Military Officials,Dangerous Assignment,,,,,,,,,,,,,
1109,9/8/11,Hadi al-Mahdi,Male,Iraq,Freelance,Iraq,Radio,Broadcast,"Corruption, Politics",Yes,Local,Unknown Fire,Murder,Yes,,Yes,,,,,,,,,,
1110,9/8/11,Pedro Alfonso Flores Silva,Male,Peru,Channel 6,Peru,Television,Columnist,"Corruption, Politics",Yes,Local,Government Officials,Murder,Yes,No,Yes,No,,,,,,,,,
1111,9/14/11,Jos_ Oquendo Reyes,,Peru,"Radio Alas Peruanas, BTV Canal 45",Peru,,,,,,,,,,,,,,,,,,,,
1112,9/19/11,Li Xiang,,China,Luoyang TV,China,,,,,,,,,,,,,,,,,,,,
1113,9/20/11,Farhad Taqaddosi,Male,Afghanistan,Press TV,Iran,Television,Camera Operator,"Politics, War",No,Foreign,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1114,9/24/11,Phamon Phonphanit,Male,Thailand,Sue Samut Atyakam,Thailand,Print,Print Reporter,Crime,No,Local,Political Group,Dangerous Assignment,,,,,,,,,,,,,
1115,9/24/11,Hassan al-Wadhaf,Male,Yemen,Arabic Media Agency,Yemen,Television,Camera Operator,Politics,Yes,Local,Paramilitary Group,Dangerous Assignment,,,No,,,,,,,,,,
1116,10/7/11,Faisal Qureshi,Male,Pakistan,The London Post,Pakistan,Internet,"Editor, Internet Reporter",Politics,No,Local,Political Group,Murder,Yes,No,Yes,Yes,,,,,,,,,
1117,10/9/11,Wael Mikhael,Male,Egypt,Al-Tareeq,Egypt,Television,Camera Operator,"Culture, Politics",Yes,Local,Military Officials,Dangerous Assignment,,,,,,,,,,,,,
1118,10/14/11,Roy Bagtikan Gallego,,Philippines,freelance,Philippines,,,,,,,,,,,,,,,,,,,,
1119,10/22/11,Zakariya Isa,Male,Nigeria,Nigeria Television Authority,Nigeria,Television,Camera Operator,,No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1120,10/22/11,Fuad al-Shamri,,Yemen,Al-Saeeda TV,Yemen,,,,,,,,,,,,,,,,,,,,
1121,Nov-11,Javed Naseer Rind,Male,Pakistan,Daily Tawar,Pakistan,Print,"Columnist, Editor, Print Reporter","Crime, Human Rights, Politics",No,Local,Unknown Fire,Murder,Yes,Yes,Yes,Yes,,,,,,,,,
1122,11/6/11,Gelson Domingos da Silva,Male,Brazil,Bandeirantes TV,Brazil,Television,Camera Operator,Crime,No,Local,Unknown Fire,Dangerous Assignment,Yes,No,No,No,,,,,,,,,
1123,11/23/11,Rafiq Tagi,Male,Azerbaijan,Freelance,Azerbaijan,Internet,Internet Reporter,"Culture, Politics",Yes,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1124,12/1/11,Charles Ingabire,,Uganda, Inyenyeri News,Rwanda,,,,,,,,,,,,,,,,,,,,
1125,12/15/11,Gadzhimurad Kamalov,Male,Russia,Chernovik,Russia,Print,"Editor, Publisher","Corruption, Human Rights, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,No,,,,,,,,,
1126,12/18/11,Abdisalan Sheikh Hassan,Male,Somalia,Freelance,Somalia,"Radio, Television",Broadcast,"Human Rights, Politics",Yes,Local,"Government Officials, Military Officials",Murder,Yes,No,Yes,No,,,,,,,,,
1127,12/27/11,Basil al-Sayed,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, Politics",Yes,Local,Military Officials,Dangerous Assignment,,,,,,,,,,,,,
1128,1/3/12,Shukri Abu al-Burghul,,Syria, Al-Thawra and Radio Damascus,Syrian,,,,,,,,,,,,,,,,,,,,
1129,1/5/12,Christopher Guarin,Male,Philippines,Radyo Mo Nationwide and Tatak News,Philippines,"Print, Radio","Internet Reporter, Publisher","Business, Politics",No,Local,Local Residents,Murder,Yes,No,Yes,No,,,,,,,,,
1130,1/11/12,Gilles Jacquier,Male,Syria,France 2,France,Television,Broadcast,"Human Rights, Politics",No,Foreign,Unknown Fire,Dangerous Assignment,,,,,,,,,,,,,
1131,1/12/12,"Wisut ""Ae"" Tangwittayaporn",Male,Thailand,Inside Phuket,Thailand,Print,Publisher,Business,No,Local,Local Residents,Murder,Yes,No,No,No,,,,,,,,,
1132,1/17/12,Mukarram Khan Aatif,Male,Pakistan,Freelance,Pakistan,"Radio, Television",Broadcast,"Politics, War",Yes,Local,"Military Officials, Political Group",Murder,Yes,No,Yes,No,,,,,,,,,
1133,1/18/12,Nansok Sallah,,Nigeria,Highland FM,Nigeria,,,,,,,,,,,,,,,,,,,,
1134,1/20/12,Enenche Akogwu,Male,Nigeria,Channels TV,Nigeria,Television,"Broadcast, Camera Operator","Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1135,1/28/12,Hassan Osman Abdi,Male,Somalia,Shabelle Media Network,Somali,"Radio, Television","Broadcast, Editor, Producer","Business, Corruption, Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1136,2/4/12,Mazhar Tayyara,Male,Syria,Freelance,Syria,"Television, Internet",Camera Operator,"Human Rights, Politics",Yes,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1137,2/9/12,Mario Randolfo Marques Lopes,Male,Brazil,Vassouras na Net,Brazil,Internet,Internet Reporter,"Corruption, Crime, Politics",No,Local,Government Officials,Murder,Yes,Yes,Yes,No,,,,,,,,,
1138,2/11/12,Meherun Runi,,Bangladesh,ATN Bangla Television,Bangladesh,,,,,,,,,,,,,,,,,,,,
1139,2/11/12,Golam Mustofa Sarowar,,Bangladesh,Maasranga Television,Bangladesh,,,,,,,,,,,,,,,,,,,,
1140,2/18/12,Chandrika Rai,,India,Navbharat and The Hitavada,India,,,,,,,,,,,,,,,,,,,,
1141,2/21/12,Rami al-Sayed,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1142,2/22/12,R_mi Ochlik,Male,Syria,Freelance,France,Print,Photographer,"Human Rights, War",Yes,Foreign,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1143,2/22/12,Marie Colvin,Female,Syria,The Sunday Times,American,Print,Print Reporter,"Human Rights, War",No,Foreign,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1144,2/24/12,Anas al-Tarsha,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1145,2/28/12,Abukar Hassan Mohamoud,Male,Somalia,Somaliweyn Radio,Somali,Radio,Editor,"Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1146,3/1/12,Rajesh Mishra,Male,India,Media Raj,Indian,Print,Print Reporter,Corruption,No,Local,Criminal Group,Murder,Yes,No,Yes,No,,,,,,,,,
1147,3/4/12,Ali Ahmed Abdi,Male,Somalia,Freelance,Somali,"Radio, Internet","Broadcast, Columnist, Internet Reporter","Human Rights, Politics, War",Yes,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1148,3/31/12,Ahmed Ismail Hassan,Male,Bahrain,Freelance,Bahrain,Internet,Camera Operator,"Human Rights, Politics",Yes,Local,Paramilitary Group,Dangerous Assignment,,,No,,,,,,,,,,
1149,4/2/12,Kamiran Salaheddin,,Iraq,Salaheddin Channel,Iraq,,,,,,,,,,,,,,,,,,,,
1150,4/3/12,Yadav Poudel,,Nepal,"Avenues TV, Rajdhani Daily, and Mechi Times",Nepal,,,,,,,,,,,,,,,,,,,,
1151,4/5/12,Mahad Salad Adan,Male,Somalia,Shabelle Media Network,Somalia,"Radio, Internet",Broadcast,Politics,Yes,Local,Political Group,Murder,Yes,,,,,,,,,,,,
1152,4/8/12,Leiron Kogoya,Male,Indonesia,Papua Pos Nabire and Pasifik Pos Dail,Indonesia,"Print, Internet",Print Reporter,"Culture, Human Rights, Politics",No,Local,Unknown Fire,Dangerous Assignment,,No,No,No,,,,,,,,,
1153,4/8/12,Aldion Layao,,Philippines,DXRP Radio,Philippines,,,,,,,,,,,,,,,,,,,,
1154,4/9/12,Ali Shaaban,Male,Lebanon,Al-Jadeed,Lebanon,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1155,5/2/12,Farhan Jeemis Abdulle,Male,Somalia,Radio Daljir and Simba Radio,Somalia,Radio,"Broadcast, Columnist, Producer","Culture, Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1156,5/8/12,Nestor Libaton,,Philippines,DXHM Radio ,Philippines,,,,,,,,,,,,,,,,,,,,
1157,5/10/12,Aurangzeb Tunio,,Pakistan,Kawaish Television Network,Pakistan,,,,,,,,,,,,,,,,,,,,
1158,5/19/12,Razzaq Gul,Male,Pakistan,Express News TV,Pakistan,Television,Broadcast,"Politics, War",No,Local,Unknown Fire,Murder,Yes,Yes,No,Yes,,,,,,,,,
1159,5/24/12,Ahmed Addow Anshur,Male,Somalia,Shabelle Media Network,Somalia,Radio,"Broadcast, Columnist, Producer",Politics,No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1160,5/27/12,Ahmed Adnan al-Ashlaq,Male,Syria,Shaam News Network,Syria,Internet,Camera Operator,"Human Rights, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1161,5/27/12,Lawrence Fahmy al-Naimi,Male,Syria,Shaam News Network,Syria,Internet,Camera Operator,"Human Rights, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1162,5/27/12,Ammar Mohamed Suhail Zado,Male,Syria,Shaam News Network,Syria,Internet,Camera Operator,"Human Rights, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1163,5/28/12,Abdul Qadir Hajizai,Male,Pakistan,WASH TV,Pakistan,Television,Broadcast,"Politics, War",Yes,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1164,5/28/12,Ahmed al-Assam,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1165,5/28/12,Bassel al-Shahade,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1166,6/15/12,Jamal Uddin,Male,Bangladesh,Gramer Kagoj,Bangladesh,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,No,Yes,No,,,,,,,,,
1167,6/27/12,Mohammad Shamma,Male,Syria,Al-Ikhbariya,Syria,Television,Technician,Politics,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1168,6/27/12,Sami Abu Amin,Male,Syria,Al-Ikhbariya,Syria,Television,Broadcast,Politics,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1169,7/5/12,Val_rio Luiz de Oliveira,Male,Brazil,Radio Jornal,Brazil,Radio,Columnist,Sports,No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
1170,7/12/12,Ihsan al-Buni,Male,Syria,Al-Thawra,Syria,"Print, Internet",Photographer,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1171,7/14/12,Falah Taha,,Syria,Freelance,Iraqi,,,,,,,,,,,,,,,,,,,,
1172,7/14/12,Ali Juburi al-Kaabi,,Syria,Al-Zawraa,Iraqi,,,,,,,,,,,,,,,,,,,,
1173,7/31/12,Ghazwan Anas,,Iraq,Sama Mosul,Iraq,,,,,,,,,,,,,,,,,,,,
1174,8/10/12,Hatem Abu Yehia,Male,Syria,Al-Ikhbariya,Syria,Television,Camera Operator,"Politics, War",No,Local,Unknown Fire,Unknown,,Yes,No,No,,,,,,,,,
1175,8/11/12,Ali Abbas,Male,Syria,SANA,Syria,"Television, Internet",Editor,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1176,8/11/12,Bara'a Yusuf al-Bushi,,Syria,Freelance,Syria,,,,,,,,,,,,,,,,,,,,
1177,8/20/12,Mika Yamamoto,Female,Syria,Japan Press,Japan,"Television, Internet","Camera Operator, Photographer",War,No,Foreign,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1178,8/22/12,Mosaab al-Obdaallah,Male,Syria,Tishreen,Syria,"Print, Internet","Internet Reporter, Print Reporter","Culture, Politics, Sports, War",Yes,Local,Government Officials,Murder,Yes,No,No,No,,,,,,,,,
1179,9/1/12,Eddie Jesus Apostol,,Philippines,DXND Radio,Philippines,,,,,,,,,,,,,,,,,,,,
1180,9/2/12,Daudi Mwangosi,Male,Tanzania,Channel Ten,Tanzania,Television,Broadcast,Politics,No,Local,Military Officials,Dangerous Assignment,,No,No,No,,,,,,,,,
1181,9/9/12,Tamer al-Awam,Male,Syria,Freelance,Syrian,Television,Camera Operator,"Human Rights, Politics, War",Yes,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1182,9/11/12,Hang Serei Odom,Male,Cambodia,Virakchun Khmer Daily,Cambodia,Print,Print Reporter,"Business, Corruption, Crime, Politics",No,Local,"Criminal Group, Military Officials",Murder,Yes,Yes,No,No,,,,,,,,,
1183,9/16/12,Yusuf Ahmed Deeb,Male,Syria,Liwaa Al-Fatih,Syria,Print,Editor,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1184,9/16/12,Zakariye Mohamed Mohamud Moallim,,Somalia,Freelance,Somalia,,,,,,,,,,,,,,,,,,,,
1185,9/19/12,Abdel Karim al-Oqda,Male,Syria,Shaam News Network,Syria,Internet,Camera Operator,"Human Rights, War",No,Local,Military Officials,Murder,Yes,No,No,No,,,,,,,,,
1186,9/20/12,Liban Ali Nur,Male,Somalia,Somali National TV,Somalia,Television,Editor,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1187,9/20/12,Abdisatar Daher Sabriye,Male,Somalia,Radio Mogadishu,Somalia,Radio,Editor,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1188,9/20/12,Abdirahman Yasin Ali,Male,Somalia,Radio Hamar,Somalia,Radio,Editor,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1189,9/21/12,Hassan Yusuf Absuge,Male,Somalia,Radio Maanta,Somalia,Radio,"Broadcast, Producer","Crime, Culture, Politics",No,Local,Political Group,Murder,Partial,No,No,No,,,,,,,,,
1190,9/21/12,Mohammad Amir ,,Pakistan,ARY Television ,Pakistani,,,,,,,,,,,,,,,,,,,,
1191,9/26/12,Maya Naser,Male,Syria,Press TV,Syria,Television,Broadcast,"Politics, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1192,9/26/12,Chaitali Santra,,India,Freelance,India,,,,,,,,,,,,,,,,,,,,
1193,9/27/12,Abdirahman Mohamed,,Somalia,Ciyaarahamaanta,Somalia,,,,,,,,,,,,,,,,,,,,
1194,9/29/12,Abdul Haq Baloch,Male,Pakistan,ARY Television,Pakistan,Television,Broadcast,"Crime, Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1195,10/3/12,Mona al-Bakkour,Female,Syria,Al-Thawra and Syria al-Qalaa,Syria,"Print, Internet","Editor, Print Reporter","Politics, War",No,Local,Unknown Fire,Dangerous Assignment,,No,No,No,,,,,,,,,
1196,10/7/12,Mushtaq Khand,Male,Pakistan,Dharti Television Network and Mehran,Pakistan,"Print, Television","Broadcast, Print Reporter","Crime, Politics, War",No,Local,Unknown Fire,Dangerous Assignment,,No,No,No,,,,,,,,,
1197,10/10/12,Mohammed al-Ashram,Male,Syria,Al-Ikhbariya,Syria,Television,Camera Operator,"Politics, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1198,10/23/12,Ahmed Farah Ilyas,Male,Somalia,Universal TV,Somali,Television,Broadcast,"Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
1199,10/28/12,Mohamed Mohamud Turyare,Male,Somalia,Shabelle Media Network,Somali,"Radio, Internet","Broadcast, Editor","Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
1200,11/3/12,Sattar Beheshti,Male,Iran,Freelance,Iran,Internet,Internet Reporter,"Corruption, Human Rights, Politics",Yes,Local,Government Officials,Dangerous Assignment,,Yes,Yes,Yes,,,,,,,,,
1201,11/8/12,Julius Cauzo,,Philippines,DWJJ,Philippines,,,,,,,,,,,,,,,,,,,,
1202,11/9/12,Ayham Mostafa Ghazzoul,Male,Syria,Syrian Center for Media and Freedom of Expression,Syria,Internet,Broadcast,"Human Rights, War",No,Local,Political Group,Dangerous Assignment,,,,,,,,,,,,,
1203,11/17/12,Samir al-Sheikh Ali,,Iraq,Al-Jamahir al-Baghdadiya,Iraq,,,,,,,,,,,,,,,,,,,,
1204,11/18/12,Rehmatullah Abid,Male,Pakistan,"Dunya News TV, Intikhaab",Pakistan,"Print, Television","Broadcast, Camera Operator, Print Reporter","Business, Corruption, Crime, Human Rights, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
1205,11/19/12,Hozan Abdel Halim Mahmoud,Male,Syria,Freelance,Syria,Internet,"Camera Operator, Internet Reporter",War,Yes,Local,Paramilitary Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1206,11/20/12,Hussam Salama,Male,Israel and the Occupied Palestinian Territory,Al-Aqsa,Palestinian,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1207,11/20/12,Mahmoud al-Kumi,Male,Israel and the Occupied Palestinian Territory,Al-Aqsa,Palestinian,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
